"Order Id","Order Date","Note","Added By","Added On"
"317905","17-Oct-2019 12:31:40 PM","","",""
" "," ","Customer reporting some missing parts and damage that sounds like it could have happened in transit.
Order ID: 317905
•	Suspension Wheel is broken.
•	Part 5: Locking pin for seat is missing.
•	Part 6: M8 Screw for locking seat system is missing.","","31-Oct-2019 03:22:51 PM"
"317969","18-Oct-2019 04:40:28 PM","","",""
" "," ","free upgrade to S700 with free personal.","Mr.Andrew Ball","21-Oct-2019 04:46:09 PM"
