"Order Id","Order Date","Note","Added By","Added On"
"325696","12-Jul-2020 11:19:27 AM","","",""
" "," ","Scooter Returned and refund requested
Apex Lye delivered as a swap but was faulty.
Returned the scooter on the 22nd July 2020","","23-Jul-2020 11:22:41 AM"
"325972","28-Jul-2020 06:38:52 AM","","",""
" "," ","Changed to the Rascal Veo Sport","","31-Jul-2020 11:19:42 AM"
